2025-08-19 22:43:52,035 INFO [探索] matcha cafe WA | start=1
2025-08-19 22:43:53,329 INFO [探索] matcha cafe TX | start=21
2025-08-19 22:43:53,329 INFO [探索] matcha latte cafe WA | start=1
2025-08-19 22:43:53,329 INFO [探索] matcha latte cafe WA | start=11
2025-08-19 22:43:53,329 INFO [探索] matcha latte cafe WA | start=21
2025-08-19 22:43:53,329 INFO [探索] matcha cafe WA | start=1
2025-08-19 22:43:53,329 INFO [探索] matcha cafe WA | start=11
2025-08-19 22:43:53,329 INFO [探索] matcha cafe WA | start=21
2025-08-19 22:43:53,329 INFO [探索] matcha latte cafe IL | start=1
2025-08-19 22:43:53,329 INFO [探索] matcha latte cafe IL | start=11
2025-08-19 22:43:53,330 INFO [探索] matcha latte cafe IL | start=21
2025-08-19 22:43:53,330 INFO [探索] matcha cafe IL | start=1
2025-08-19 22:43:53,330 INFO [探索] matcha cafe IL | start=11
2025-08-19 22:43:53,330 INFO [探索] matcha cafe IL | start=21
2025-08-19 22:43:53,330 INFO [探索] matcha latte cafe FL | start=1
2025-08-19 22:43:53,330 INFO [探索] matcha latte cafe FL | start=11
2025-08-19 22:43:53,330 INFO [探索] matcha latte cafe FL | start=21
2025-08-19 22:43:53,330 INFO [探索] matcha cafe FL | start=1
2025-08-19 22:43:53,330 INFO [探索] matcha cafe FL | start=11
2025-08-19 22:43:53,330 INFO [探索] matcha cafe FL | start=21
2025-08-19 22:43:53,330 INFO [探索] matcha latte cafe CA | start=1
2025-08-19 22:43:53,331 INFO [探索] matcha latte cafe CA | start=11
2025-08-19 22:43:53,331 INFO [探索] matcha latte cafe CA | start=21
2025-08-19 22:43:53,331 INFO [探索] matcha cafe CA | start=1
2025-08-19 22:43:53,331 INFO [探索] matcha cafe CA | start=11
2025-08-19 22:43:53,331 INFO [探索] matcha cafe CA | start=21
2025-08-19 22:43:53,331 INFO [探索] matcha latte cafe NY | start=1
2025-08-19 22:43:53,331 INFO [探索] matcha latte cafe NY | start=11
2025-08-19 22:43:53,331 INFO [探索] matcha latte cafe NY | start=21
2025-08-19 22:43:53,331 INFO [探索] matcha cafe NY | start=1
2025-08-19 22:43:53,331 INFO [探索] matcha cafe NY | start=11
2025-08-19 22:43:53,331 INFO [探索] matcha cafe NY | start=21
2025-08-19 22:43:53,331 INFO [探索] matcha latte cafe TX | start=1
2025-08-19 22:43:53,332 INFO [探索] matcha latte cafe TX | start=11
2025-08-19 22:43:53,332 INFO [探索] matcha latte cafe TX | start=21
2025-08-19 22:43:53,332 INFO [探索] matcha cafe TX | start=1
2025-08-19 22:43:53,332 INFO [探索] matcha cafe TX | start=11
2025-08-19 22:43:53,332 INFO [探索] matcha cafe TX | start=21
2025-08-19 22:43:53,332 INFO [探索] matcha latte cafe WA | start=1
2025-08-19 22:43:53,332 INFO [探索] matcha latte cafe WA | start=11
2025-08-19 22:43:53,332 INFO [探索] matcha latte cafe WA | start=21
2025-08-19 22:43:53,332 INFO [探索] matcha cafe WA | start=1
2025-08-19 22:43:53,332 INFO [探索] matcha cafe WA | start=11
2025-08-19 22:43:53,332 INFO [探索] matcha cafe WA | start=21
2025-08-19 22:43:53,333 INFO [探索] matcha latte cafe IL | start=1
2025-08-19 22:43:53,333 INFO [探索] matcha latte cafe IL | start=11
2025-08-19 22:43:53,333 INFO [探索] matcha latte cafe IL | start=21
2025-08-19 22:43:53,333 INFO [探索] matcha cafe IL | start=1
2025-08-19 22:43:53,333 INFO [探索] matcha cafe IL | start=11
2025-08-19 22:43:53,333 INFO [探索] matcha cafe IL | start=21
2025-08-19 22:43:53,333 INFO [探索] matcha latte cafe FL | start=1
2025-08-19 22:43:53,333 INFO [探索] matcha latte cafe FL | start=11
2025-08-19 22:43:53,333 INFO [探索] matcha latte cafe FL | start=21
2025-08-19 22:43:53,333 INFO [探索] matcha cafe FL | start=1
2025-08-19 22:43:53,333 INFO [探索] matcha cafe FL | start=11
2025-08-19 22:43:53,334 INFO [探索] matcha cafe FL | start=21
2025-08-19 22:43:53,334 INFO [探索] matcha latte cafe CA | start=1
2025-08-19 22:43:53,334 INFO [探索] matcha latte cafe CA | start=11
2025-08-19 22:43:53,334 INFO [探索] matcha latte cafe CA | start=21
2025-08-19 22:43:53,334 INFO [探索] matcha cafe CA | start=1
2025-08-19 22:43:53,334 INFO [探索] matcha cafe CA | start=11
2025-08-19 22:43:53,334 INFO [探索] matcha cafe CA | start=21
2025-08-19 22:43:53,334 INFO [探索] matcha latte cafe NY | start=1
2025-08-19 22:43:53,334 INFO [探索] matcha latte cafe NY | start=11
2025-08-19 22:43:53,334 INFO [探索] matcha latte cafe NY | start=21
2025-08-19 22:43:53,334 INFO [探索] matcha cafe NY | start=1
2025-08-19 22:43:53,335 INFO [探索] matcha cafe NY | start=11
2025-08-19 22:43:53,335 INFO [探索] matcha cafe NY | start=21
2025-08-19 22:43:53,335 INFO [探索] matcha latte cafe TX | start=1
2025-08-19 22:43:53,335 INFO [探索] matcha latte cafe TX | start=11
2025-08-19 22:43:53,335 INFO [探索] matcha latte cafe TX | start=21
2025-08-19 22:43:53,335 INFO [探索] matcha cafe TX | start=1
2025-08-19 22:43:53,335 INFO [探索] matcha cafe TX | start=11
2025-08-19 22:43:53,335 INFO [探索] matcha cafe TX | start=21
2025-08-19 22:43:53,335 INFO [探索] matcha latte cafe WA | start=1
2025-08-19 22:43:53,335 INFO [探索] matcha latte cafe WA | start=11
2025-08-19 22:43:53,335 INFO [探索] matcha latte cafe WA | start=21
2025-08-19 22:43:53,335 INFO [探索] matcha cafe WA | start=1
2025-08-19 22:43:53,336 INFO [探索] matcha cafe WA | start=11
2025-08-19 22:43:53,336 INFO [探索] matcha cafe WA | start=21
2025-08-19 22:43:53,336 INFO [探索] matcha latte cafe IL | start=1
2025-08-19 22:43:53,336 INFO [探索] matcha latte cafe IL | start=11
2025-08-19 22:43:53,336 INFO [探索] matcha latte cafe IL | start=21
2025-08-19 22:43:53,336 INFO [探索] matcha cafe IL | start=1
2025-08-19 22:43:53,336 INFO [探索] matcha cafe IL | start=11
2025-08-19 22:43:53,336 INFO [探索] matcha cafe IL | start=21
2025-08-19 22:43:53,336 INFO [探索] matcha latte cafe FL | start=1
2025-08-19 22:43:53,336 INFO [探索] matcha latte cafe FL | start=11
2025-08-19 22:43:53,337 INFO [探索] matcha latte cafe FL | start=21
2025-08-19 22:43:53,337 INFO [探索] matcha cafe FL | start=1
2025-08-19 22:43:53,337 INFO [探索] matcha cafe FL | start=11
2025-08-19 22:43:53,337 INFO [探索] matcha cafe FL | start=21
2025-08-19 22:43:53,337 INFO [探索] matcha latte cafe CA | start=1
2025-08-19 22:43:53,337 INFO [探索] matcha latte cafe CA | start=11
2025-08-19 22:43:53,337 INFO [探索] matcha latte cafe CA | start=21
2025-08-19 22:43:53,337 INFO [探索] matcha cafe CA | start=1
2025-08-19 22:43:53,337 INFO [探索] matcha cafe CA | start=11
2025-08-19 22:43:53,337 INFO [探索] matcha cafe CA | start=21
2025-08-19 22:43:53,337 INFO [探索] matcha latte cafe NY | start=1
2025-08-19 22:43:53,337 INFO [探索] matcha latte cafe NY | start=11
2025-08-19 22:43:53,338 INFO [探索] matcha latte cafe NY | start=21
2025-08-19 22:43:53,338 INFO [探索] matcha cafe NY | start=1
2025-08-19 22:43:53,338 INFO [探索] matcha cafe NY | start=11
2025-08-19 22:43:53,338 INFO [探索] matcha cafe NY | start=21
2025-08-19 22:43:53,338 INFO [探索] matcha latte cafe TX | start=1
2025-08-19 22:43:53,338 INFO [探索] matcha latte cafe TX | start=11
2025-08-19 22:43:53,338 INFO [探索] matcha latte cafe TX | start=21
2025-08-19 22:43:53,338 INFO [探索] matcha cafe TX | start=1
2025-08-19 22:43:53,338 INFO [探索] matcha cafe TX | start=11
2025-08-19 22:43:53,338 INFO [探索] matcha cafe TX | start=21
2025-08-19 22:43:53,338 INFO [探索] matcha latte cafe WA | start=1
2025-08-19 22:43:53,338 INFO [探索] matcha latte cafe WA | start=11
2025-08-19 22:43:53,339 INFO [探索] matcha latte cafe WA | start=21
2025-08-19 22:43:53,339 INFO [探索] matcha cafe WA | start=1
2025-08-19 22:43:53,339 INFO [探索] matcha cafe WA | start=11
2025-08-19 22:43:53,339 INFO [探索] matcha cafe WA | start=21
2025-08-19 22:43:53,339 INFO [探索] matcha latte cafe IL | start=1
2025-08-19 22:43:53,339 INFO [探索] matcha latte cafe IL | start=11
2025-08-19 22:43:53,339 INFO [探索] matcha latte cafe IL | start=21
2025-08-19 22:43:53,339 INFO [探索] matcha cafe IL | start=1
2025-08-19 22:43:53,339 INFO [探索] matcha cafe IL | start=11
2025-08-19 22:43:53,339 INFO [探索] matcha cafe IL | start=21
2025-08-19 22:43:53,339 INFO [探索] matcha latte cafe FL | start=1
2025-08-19 22:43:53,340 INFO [探索] matcha latte cafe FL | start=11
2025-08-19 22:43:53,340 INFO [探索] matcha latte cafe FL | start=21
2025-08-19 22:43:53,340 INFO [探索] matcha cafe FL | start=1
2025-08-19 22:43:53,340 INFO [探索] matcha cafe FL | start=11
2025-08-19 22:43:53,340 INFO [探索] matcha cafe FL | start=21
2025-08-19 22:43:53,340 INFO [探索] matcha latte cafe CA | start=1
2025-08-19 22:43:53,340 INFO [探索] matcha latte cafe CA | start=11
2025-08-19 22:43:53,340 INFO [探索] matcha latte cafe CA | start=21
2025-08-19 22:43:53,340 INFO [探索] matcha cafe CA | start=1
2025-08-19 22:43:53,340 INFO [探索] matcha cafe CA | start=11
2025-08-19 22:43:53,340 INFO [探索] matcha cafe CA | start=21
2025-08-19 22:43:53,340 INFO [探索] matcha latte cafe NY | start=1
2025-08-19 22:43:53,341 INFO [探索] matcha latte cafe NY | start=11
2025-08-19 22:43:53,341 INFO [探索] matcha latte cafe NY | start=21
2025-08-19 22:43:53,341 INFO [探索] matcha cafe NY | start=1
2025-08-19 22:43:53,341 INFO [探索] matcha cafe NY | start=11
2025-08-19 22:43:53,341 INFO [探索] matcha cafe NY | start=21
2025-08-19 22:43:53,341 INFO [探索] matcha latte cafe TX | start=1
2025-08-19 22:43:53,341 INFO [探索] matcha latte cafe TX | start=11
2025-08-19 22:43:53,341 INFO [探索] matcha latte cafe TX | start=21
2025-08-19 22:43:53,341 INFO [探索] matcha cafe TX | start=1
2025-08-19 22:43:53,341 INFO [探索] matcha cafe TX | start=11
2025-08-19 22:43:53,341 INFO [探索] matcha cafe TX | start=21
2025-08-19 22:43:53,342 INFO [探索] matcha latte cafe WA | start=1
2025-08-19 22:43:53,342 INFO [探索] matcha latte cafe WA | start=11
2025-08-19 22:43:53,342 INFO [探索] matcha latte cafe WA | start=21
2025-08-19 22:43:53,342 INFO [探索] matcha cafe WA | start=1
2025-08-19 22:43:53,342 INFO [探索] matcha cafe WA | start=11
2025-08-19 22:43:53,342 INFO [探索] matcha cafe WA | start=21
2025-08-19 22:43:53,342 INFO [探索] matcha latte cafe IL | start=1
2025-08-19 22:43:53,342 INFO [探索] matcha latte cafe IL | start=11
2025-08-19 22:43:53,342 INFO [探索] matcha latte cafe IL | start=21
2025-08-19 22:43:53,342 INFO [探索] matcha cafe IL | start=1
2025-08-19 22:43:53,343 INFO [探索] matcha cafe IL | start=11
2025-08-19 22:43:53,343 INFO [探索] matcha cafe IL | start=21
2025-08-19 22:43:53,343 INFO [探索] matcha latte cafe FL | start=1
2025-08-19 22:43:53,343 INFO [探索] matcha latte cafe FL | start=11
2025-08-19 22:43:53,343 INFO [探索] matcha latte cafe FL | start=21
2025-08-19 22:43:53,343 INFO [探索] matcha cafe FL | start=1
2025-08-19 22:43:53,343 INFO [探索] matcha cafe FL | start=11
2025-08-19 22:43:53,344 INFO [探索] matcha cafe FL | start=21
2025-08-19 22:43:53,344 INFO [探索] matcha latte cafe CA | start=1
2025-08-19 22:43:53,344 INFO [探索] matcha latte cafe CA | start=11
2025-08-19 22:43:53,344 INFO [探索] matcha latte cafe CA | start=21
2025-08-19 22:43:53,344 INFO [探索] matcha cafe CA | start=1
2025-08-19 22:43:53,344 INFO [探索] matcha cafe CA | start=11
2025-08-19 22:43:53,344 INFO [探索] matcha cafe CA | start=21
2025-08-19 22:43:53,344 INFO [探索] matcha latte cafe NY | start=1
2025-08-19 22:43:53,344 INFO [探索] matcha latte cafe NY | start=11
2025-08-19 22:43:53,344 INFO [探索] matcha latte cafe NY | start=21
2025-08-19 22:43:53,345 INFO [探索] matcha cafe NY | start=1
2025-08-19 22:43:53,345 INFO [探索] matcha cafe NY | start=11
2025-08-19 22:43:53,345 INFO [探索] matcha cafe NY | start=21
2025-08-19 22:43:53,345 INFO [探索] matcha latte cafe TX | start=1
2025-08-19 22:43:53,345 INFO [探索] matcha latte cafe TX | start=11
2025-08-19 22:43:53,345 INFO [探索] matcha latte cafe TX | start=21
2025-08-19 22:43:53,345 INFO [探索] matcha cafe TX | start=1
2025-08-19 22:43:53,345 INFO [探索] matcha cafe TX | start=11
2025-08-19 22:43:53,345 INFO [探索] matcha cafe TX | start=21
2025-08-19 22:43:53,345 INFO [探索] matcha latte cafe WA | start=1
2025-08-19 22:43:53,345 INFO [探索] matcha latte cafe WA | start=11
2025-08-19 22:43:53,346 INFO [探索] matcha latte cafe WA | start=21
2025-08-19 22:43:53,346 INFO [探索] matcha cafe WA | start=1
2025-08-19 22:43:53,346 INFO [探索] matcha cafe WA | start=11
2025-08-19 22:43:53,346 INFO [探索] matcha cafe WA | start=21
2025-08-19 22:43:53,346 INFO [探索] matcha latte cafe IL | start=1
2025-08-19 22:43:53,346 INFO [探索] matcha latte cafe IL | start=11
2025-08-19 22:43:53,346 INFO [探索] matcha latte cafe IL | start=21
2025-08-19 22:43:53,346 INFO [探索] matcha cafe IL | start=1
2025-08-19 22:43:53,346 INFO [探索] matcha cafe IL | start=11
2025-08-19 22:43:53,346 INFO [探索] matcha cafe IL | start=21
2025-08-19 22:43:53,346 INFO [探索] matcha latte cafe FL | start=1
2025-08-19 22:43:53,347 INFO [探索] matcha latte cafe FL | start=11
2025-08-19 22:43:53,347 INFO [探索] matcha latte cafe FL | start=21
2025-08-19 22:43:53,347 INFO [探索] matcha cafe FL | start=1
2025-08-19 22:43:53,347 INFO [探索] matcha cafe FL | start=11
2025-08-19 22:43:53,347 INFO [探索] matcha cafe FL | start=21
2025-08-19 22:43:53,347 INFO [探索] matcha latte cafe CA | start=1
2025-08-19 22:43:53,347 INFO [探索] matcha latte cafe CA | start=11
2025-08-19 22:43:53,347 INFO [探索] matcha latte cafe CA | start=21
2025-08-19 22:43:53,347 INFO [探索] matcha cafe CA | start=1
2025-08-19 22:43:53,347 INFO [探索] matcha cafe CA | start=11
2025-08-19 22:43:53,347 INFO [探索] matcha cafe CA | start=21
2025-08-19 22:43:53,347 INFO [探索] matcha latte cafe NY | start=1
2025-08-19 22:43:53,348 INFO [探索] matcha latte cafe NY | start=11
2025-08-19 22:43:53,348 INFO [探索] matcha latte cafe NY | start=21
2025-08-19 22:43:53,348 INFO [探索] matcha cafe NY | start=1
2025-08-19 22:43:53,348 INFO [探索] matcha cafe NY | start=11
2025-08-19 22:43:53,348 INFO [探索] matcha cafe NY | start=21
2025-08-19 22:43:53,348 INFO [探索] matcha latte cafe TX | start=1
2025-08-19 22:43:53,348 INFO [探索] matcha latte cafe TX | start=11
2025-08-19 22:43:53,348 INFO [探索] matcha latte cafe TX | start=21
2025-08-19 22:43:53,348 INFO [探索] matcha cafe TX | start=1
2025-08-19 22:43:53,349 INFO [探索] matcha cafe TX | start=11
2025-08-19 22:43:53,349 INFO [探索] matcha cafe TX | start=21
2025-08-19 22:43:53,349 INFO [探索] matcha latte cafe WA | start=1
2025-08-19 22:43:53,349 INFO [探索] matcha latte cafe WA | start=11
2025-08-19 22:43:53,349 INFO [探索] matcha latte cafe WA | start=21
2025-08-19 22:43:53,349 INFO [探索] matcha cafe WA | start=1
2025-08-19 22:43:53,349 INFO [探索] matcha cafe WA | start=11
2025-08-19 22:43:53,349 INFO [探索] matcha cafe WA | start=21
2025-08-19 22:43:53,349 INFO [探索] matcha latte cafe IL | start=1
2025-08-19 22:43:53,349 INFO [探索] matcha latte cafe IL | start=11
2025-08-19 22:43:53,350 INFO [探索] matcha latte cafe IL | start=21
2025-08-19 22:43:53,350 INFO [探索] matcha cafe IL | start=1
2025-08-19 22:43:53,350 INFO [探索] matcha cafe IL | start=11
2025-08-19 22:43:53,350 INFO [探索] matcha cafe IL | start=21
2025-08-19 22:43:53,350 INFO [探索] matcha latte cafe FL | start=1
2025-08-19 22:43:53,350 INFO [探索] matcha latte cafe FL | start=11
2025-08-19 22:43:53,351 INFO [探索] matcha latte cafe FL | start=21
2025-08-19 22:43:53,351 INFO [探索] matcha cafe FL | start=1
2025-08-19 22:43:53,351 INFO [探索] matcha cafe FL | start=11
2025-08-19 22:43:53,351 INFO [探索] matcha cafe FL | start=21
2025-08-19 22:43:53,351 INFO [探索] matcha latte cafe CA | start=1
2025-08-19 22:43:53,351 INFO [探索] matcha latte cafe CA | start=11
2025-08-19 22:43:53,351 INFO [探索] matcha latte cafe CA | start=21
2025-08-19 22:43:53,352 INFO [探索] matcha cafe CA | start=1
2025-08-19 22:43:53,352 INFO [探索] matcha cafe CA | start=11
2025-08-19 22:43:53,352 INFO [探索] matcha cafe CA | start=21
2025-08-19 22:43:53,352 INFO [探索] matcha latte cafe NY | start=1
2025-08-19 22:43:53,352 INFO [探索] matcha latte cafe NY | start=11
2025-08-19 22:43:53,352 INFO [探索] matcha latte cafe NY | start=21
2025-08-19 22:43:53,352 INFO [探索] matcha cafe NY | start=1
2025-08-19 22:43:53,353 INFO [探索] matcha cafe NY | start=11
2025-08-19 22:43:53,353 INFO [探索] matcha cafe NY | start=21
2025-08-19 22:43:53,353 INFO [探索] matcha latte cafe TX | start=1
2025-08-19 22:43:53,353 INFO [探索] matcha latte cafe TX | start=11
2025-08-19 22:43:53,353 INFO [探索] matcha latte cafe TX | start=21
2025-08-19 22:43:53,353 INFO [探索] matcha cafe TX | start=1
2025-08-19 22:43:53,353 INFO [探索] matcha cafe TX | start=11
2025-08-19 22:43:53,354 INFO [探索] matcha cafe TX | start=21
2025-08-19 22:43:53,354 INFO [探索] matcha latte cafe WA | start=1
2025-08-19 22:43:53,354 INFO [探索] matcha latte cafe WA | start=11
2025-08-19 22:43:53,354 INFO [探索] matcha latte cafe WA | start=21
2025-08-19 22:43:53,354 INFO [探索] matcha cafe WA | start=1
2025-08-19 22:43:53,354 INFO [探索] matcha cafe WA | start=11
2025-08-19 22:43:53,354 INFO [探索] matcha cafe WA | start=21
2025-08-19 22:43:53,354 INFO [探索] matcha latte cafe IL | start=1
2025-08-19 22:43:53,355 INFO [探索] matcha latte cafe IL | start=11
2025-08-19 22:43:53,355 INFO [探索] matcha latte cafe IL | start=21
2025-08-19 22:43:53,355 INFO [探索] matcha cafe IL | start=1
2025-08-19 22:43:53,355 INFO [探索] matcha cafe IL | start=11
2025-08-19 22:43:53,355 INFO [探索] matcha cafe IL | start=21
2025-08-19 22:43:53,355 INFO [探索] matcha latte cafe FL | start=1
2025-08-19 22:43:53,355 INFO [探索] matcha latte cafe FL | start=11
2025-08-19 22:43:53,356 INFO [探索] matcha latte cafe FL | start=21
2025-08-19 22:43:53,356 INFO [探索] matcha cafe FL | start=1
2025-08-19 22:43:53,356 INFO [探索] matcha cafe FL | start=11
2025-08-19 22:43:53,356 INFO [探索] matcha cafe FL | start=21
2025-08-19 22:43:53,356 INFO [探索] matcha latte cafe CA | start=1
2025-08-19 22:43:53,356 INFO [探索] matcha latte cafe CA | start=11
2025-08-19 22:43:53,356 INFO [探索] matcha latte cafe CA | start=21
2025-08-19 22:43:53,357 INFO [探索] matcha cafe CA | start=1
2025-08-19 22:43:53,357 INFO [探索] matcha cafe CA | start=11
2025-08-19 22:43:53,357 INFO [探索] matcha cafe CA | start=21
2025-08-19 22:43:53,357 INFO [探索] matcha latte cafe NY | start=1
2025-08-19 22:43:53,357 INFO [探索] matcha latte cafe NY | start=11
2025-08-19 22:43:53,357 INFO [探索] matcha latte cafe NY | start=21
2025-08-19 22:43:53,357 INFO [探索] matcha cafe NY | start=1
2025-08-19 22:43:53,358 INFO [探索] matcha cafe NY | start=11
2025-08-19 22:43:53,358 INFO [探索] matcha cafe NY | start=21
2025-08-19 22:43:53,358 INFO [探索] matcha latte cafe TX | start=1
2025-08-19 22:43:53,358 INFO [探索] matcha latte cafe TX | start=11
2025-08-19 22:43:53,358 INFO [探索] matcha latte cafe TX | start=21
2025-08-19 22:43:53,358 INFO [探索] matcha cafe TX | start=1
2025-08-19 22:43:53,358 INFO [探索] matcha cafe TX | start=11
2025-08-19 22:43:53,358 INFO [探索] matcha cafe TX | start=21
2025-08-19 22:43:53,359 INFO [探索] matcha latte cafe WA | start=1
2025-08-19 22:43:53,359 INFO [探索] matcha latte cafe WA | start=11
2025-08-19 22:43:53,359 INFO [探索] matcha latte cafe WA | start=21
2025-08-19 22:43:53,359 INFO [探索] matcha cafe WA | start=1
2025-08-19 22:43:53,359 INFO [探索] matcha cafe WA | start=11
2025-08-19 22:43:53,359 INFO [探索] matcha cafe WA | start=21
2025-08-19 22:43:53,359 INFO [探索] matcha latte cafe IL | start=1
2025-08-19 22:43:53,359 INFO [探索] matcha latte cafe IL | start=11
2025-08-19 22:43:53,360 INFO [探索] matcha latte cafe IL | start=21
2025-08-19 22:43:53,360 INFO [探索] matcha cafe IL | start=1
2025-08-19 22:43:53,360 INFO [探索] matcha cafe IL | start=11
2025-08-19 22:43:53,360 INFO [探索] matcha cafe IL | start=21
2025-08-19 22:43:53,360 INFO [探索] matcha latte cafe FL | start=1
2025-08-19 22:43:53,360 INFO [探索] matcha latte cafe FL | start=11
2025-08-19 22:43:53,360 INFO [探索] matcha latte cafe FL | start=21
2025-08-19 22:43:53,360 INFO [探索] matcha cafe FL | start=1
2025-08-19 22:43:53,361 INFO [探索] matcha cafe FL | start=11
2025-08-19 22:43:53,361 INFO [探索] matcha cafe FL | start=21
2025-08-19 22:43:53,361 INFO [探索] matcha latte cafe CA | start=1
2025-08-19 22:43:53,361 INFO [探索] matcha latte cafe CA | start=11
2025-08-19 22:43:53,361 INFO [探索] matcha latte cafe CA | start=21
2025-08-19 22:43:53,361 INFO [探索] matcha cafe CA | start=1
2025-08-19 22:43:53,361 INFO [探索] matcha cafe CA | start=11
2025-08-19 22:43:53,361 INFO [探索] matcha cafe CA | start=21
2025-08-19 22:43:53,362 INFO [探索] matcha latte cafe NY | start=1
2025-08-19 22:43:53,362 INFO [探索] matcha latte cafe NY | start=11
2025-08-19 22:43:53,362 INFO [探索] matcha latte cafe NY | start=21
2025-08-19 22:43:53,362 INFO [探索] matcha cafe NY | start=1
2025-08-19 22:43:53,362 INFO [探索] matcha cafe NY | start=11
2025-08-19 22:43:53,362 INFO [探索] matcha cafe NY | start=21
2025-08-19 22:43:53,362 INFO [探索] matcha latte cafe TX | start=1
2025-08-19 22:43:53,362 INFO [探索] matcha latte cafe TX | start=11
2025-08-19 22:43:53,362 INFO [探索] matcha latte cafe TX | start=21
2025-08-19 22:43:53,362 INFO [探索] matcha cafe TX | start=1
2025-08-19 22:43:53,363 INFO [探索] matcha cafe TX | start=11
2025-08-19 22:43:53,363 INFO [探索] matcha cafe TX | start=21
2025-08-19 22:43:53,363 INFO [探索] matcha latte cafe WA | start=1
2025-08-19 22:43:53,363 INFO [探索] matcha latte cafe WA | start=11
2025-08-19 22:43:53,363 INFO [探索] matcha latte cafe WA | start=21
2025-08-19 22:43:53,363 INFO [探索] matcha cafe WA | start=1
2025-08-19 22:43:53,363 INFO [探索] matcha cafe WA | start=11
2025-08-19 22:43:53,363 INFO [探索] matcha cafe WA | start=21
2025-08-19 22:43:53,363 INFO [探索] matcha latte cafe IL | start=1
2025-08-19 22:43:53,363 INFO [探索] matcha latte cafe IL | start=11
2025-08-19 22:43:53,363 INFO [探索] matcha latte cafe IL | start=21
2025-08-19 22:43:53,364 INFO [探索] matcha cafe IL | start=1
2025-08-19 22:43:53,364 INFO [探索] matcha cafe IL | start=11
2025-08-19 22:43:53,364 INFO [探索] matcha cafe IL | start=21
2025-08-19 22:43:53,364 INFO [探索] matcha latte cafe FL | start=1
2025-08-19 22:43:53,364 INFO [探索] matcha latte cafe FL | start=11
2025-08-19 22:43:53,364 INFO [探索] matcha latte cafe FL | start=21
2025-08-19 22:43:53,364 INFO [探索] matcha cafe FL | start=1
2025-08-19 22:43:53,364 INFO [探索] matcha cafe FL | start=11
2025-08-19 22:43:53,365 INFO [探索] matcha cafe FL | start=21
2025-08-19 22:43:53,365 INFO [探索] matcha latte cafe CA | start=1
2025-08-19 22:43:53,365 INFO [探索] matcha latte cafe CA | start=11
2025-08-19 22:43:53,365 INFO [探索] matcha latte cafe CA | start=21
2025-08-19 22:43:53,365 INFO [探索] matcha cafe CA | start=1
2025-08-19 22:43:53,365 INFO [探索] matcha cafe CA | start=11
2025-08-19 22:43:53,365 INFO [探索] matcha cafe CA | start=21
2025-08-19 22:43:53,365 INFO [探索] matcha latte cafe NY | start=1
2025-08-19 22:43:53,365 INFO [探索] matcha latte cafe NY | start=11
2025-08-19 22:43:53,365 INFO [探索] matcha latte cafe NY | start=21
2025-08-19 22:43:53,365 INFO [探索] matcha cafe NY | start=1
2025-08-19 22:43:53,366 INFO [探索] matcha cafe NY | start=11
2025-08-19 22:43:53,366 INFO [探索] matcha cafe NY | start=21
2025-08-19 22:43:53,366 INFO [探索] matcha latte cafe TX | start=1
2025-08-19 22:43:53,366 INFO [探索] matcha latte cafe TX | start=11
2025-08-19 22:43:53,366 INFO [探索] matcha latte cafe TX | start=21
2025-08-19 22:43:53,366 INFO [探索] matcha cafe TX | start=1
2025-08-19 22:43:53,366 INFO [探索] matcha cafe TX | start=11
2025-08-19 22:43:53,366 INFO [探索] matcha cafe TX | start=21
2025-08-19 22:43:53,366 INFO [探索] matcha latte cafe WA | start=1
2025-08-19 22:43:53,366 INFO [探索] matcha latte cafe WA | start=11
2025-08-19 22:43:53,366 INFO [探索] matcha latte cafe WA | start=21
2025-08-19 22:43:53,367 INFO [探索] matcha cafe WA | start=1
2025-08-19 22:43:53,367 INFO [探索] matcha cafe WA | start=11
2025-08-19 22:43:53,367 INFO [探索] matcha cafe WA | start=21
2025-08-19 22:43:53,367 INFO [探索] matcha latte cafe IL | start=1
2025-08-19 22:43:53,367 INFO [探索] matcha latte cafe IL | start=11
2025-08-19 22:43:53,367 INFO [探索] matcha latte cafe IL | start=21
2025-08-19 22:43:53,367 INFO [探索] matcha cafe IL | start=1
2025-08-19 22:43:53,367 INFO [探索] matcha cafe IL | start=11
2025-08-19 22:43:53,367 INFO [探索] matcha cafe IL | start=21
2025-08-19 22:43:53,367 INFO [探索] matcha latte cafe FL | start=1
2025-08-19 22:43:53,367 INFO [探索] matcha latte cafe FL | start=11
2025-08-19 22:43:53,367 INFO [探索] matcha latte cafe FL | start=21
2025-08-19 22:43:53,368 INFO [探索] matcha cafe FL | start=1
2025-08-19 22:43:53,368 INFO [探索] matcha cafe FL | start=11
2025-08-19 22:43:53,368 INFO [探索] matcha cafe FL | start=21
2025-08-19 22:43:53,368 INFO [探索] matcha latte cafe CA | start=1
2025-08-19 22:43:53,368 INFO [探索] matcha latte cafe CA | start=11
2025-08-19 22:43:53,368 INFO [探索] matcha latte cafe CA | start=21
2025-08-19 22:43:53,368 INFO [探索] matcha cafe CA | start=1
2025-08-19 22:43:53,368 INFO [探索] matcha cafe CA | start=11
2025-08-19 22:43:53,368 INFO [探索] matcha cafe CA | start=21
2025-08-19 22:43:53,368 INFO [探索] matcha latte cafe NY | start=1
2025-08-19 22:43:53,368 INFO [探索] matcha latte cafe NY | start=11
